Invoice #,Invoice date,Item No.,Variant,Quantity,Amount,YearMonth,unit_price,Year,Month
S2412-0082,2024-12-16,TU150,BLKM2F,1,8396,2024-12-01,8396.0,2024,12
S2412-0194,2024-12-25,125LNM,GRYM5F,1,7125,2024-12-01,7125.0,2024,12
S2412-0195,2024-12-25,DP250,YELM4F,1,16376,2024-12-01,16376.0,2024,12
S2412-0196,2024-12-25,125LNM,GRYM5F,1,7125,2024-12-01,7125.0,2024,12
S2412-0210,2024-12-26,TU150,BLUM2F,1,8396,2024-12-01,8396.0,2024,12
S2412-0212,2024-12-26,TU150,BLUM2F,1,8396,2024-12-01,8396.0,2024,12
S2412-0219,2024-12-26,PSX250RLM,BLKM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0260,2024-12-27,PSX250RLM,BLUM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0261,2024-12-27,PSX250RLM,BLUM4F,1,13340,2024-12-01,13340.0,2024,12
S2412-0292,2024-12-27,PSX250RLM,BLUM4F,1,13340,2024-12-01,13340.0,2024,12
S2401-0024,2024-01-08,PSX250FRLN,SILM3F,1,14260,2024-01-01,14260.0,2024,1
S2401-0049,2024-01-15,PSX250RLM,BLKM3F,1,13340,2024-01-01,13340.0,2024,1
S2401-0050,2024-01-15,PSX250RLM,BLUM3F,1,13340,2024-01-01,13340.0,2024,1
S2401-0096,2024-01-18,PSX250FRLM,BLKM3F,1,13984,2024-01-01,13984.0,2024,1
S2401-0108,2024-01-18,PSXR150,BLUM3F,1,11037,2024-01-01,11037.0,2024,1
S2401-0139,2024-01-20,TU150,IVOM3F,3,25188,2024-01-01,8396.0,2024,1
S2401-0202,2024-01-24,PSXR150,REDM3F,2,22074,2024-01-01,11037.0,2024,1
S2401-0243,2024-01-29,TU150,IVOM3F,1,8396,2024-01-01,8396.0,2024,1
S2401-0367,2024-01-31,TU150,IVOM3F,2,16792,2024-01-01,8396.0,2024,1
S2401-0371,2024-01-31,PSX250FRLM,BLKM3F,3,41952,2024-01-01,13984.0,2024,1
S2401-0372,2024-01-31,PSX250FRLN,SILM3F,3,42780,2024-01-01,14260.0,2024,1
S2401-0376,2024-01-31,PSXR150,BLUM3F,2,22074,2024-01-01,11037.0,2024,1
S2401-0051,2024-01-15,PSX250FRLN,SILM3F,2,28520,2024-01-01,14260.0,2024,1
S2401-0095,2024-01-18,PSX250FRLM,BLKM3F,2,27968,2024-01-01,13984.0,2024,1
S2401-0104,2024-01-18,PSX250RLM,BLKM3F,2,26680,2024-01-01,13340.0,2024,1
S2401-0183,2024-01-22,PSX250RLM,BLUM3F,2,26680,2024-01-01,13340.0,2024,1
S2401-0323,2024-01-31,TU150,REDM3F,1,8396,2024-01-01,8396.0,2024,1
S2401-0328,2024-01-31,TU150,REDM3F,1,8396,2024-01-01,8396.0,2024,1
S2401-0352,2024-01-31,TU150,IVOM3F,2,16792,2024-01-01,8396.0,2024,1
S2401-0025,2024-01-08,PSX250FRLN,SILM3F,1,14260,2024-01-01,14260.0,2024,1
S2401-0047,2024-01-15,PSX250RLM,BLKM3F,1,13340,2024-01-01,13340.0,2024,1
S2401-0048,2024-01-15,PSX250RLM,BLUM3F,1,13340,2024-01-01,13340.0,2024,1
S2401-0069,2024-01-15,PSX250FRLN,SILM3F,1,14260,2024-01-01,14260.0,2024,1
S2401-0097,2024-01-18,PSX250FRLM,BLKM3F,1,13984,2024-01-01,13984.0,2024,1
S2401-0105,2024-01-18,PSX250RLM,BLKM3F,1,13340,2024-01-01,13340.0,2024,1
S2401-0262,2024-01-30,PSXR150,BLUM3F,2,22074,2024-01-01,11037.0,2024,1
S2401-0277,2024-01-30,PSX250RLM,BLUM3F,1,13340,2024-01-01,13340.0,2024,1
S2401-0341,2024-01-31,TU150,REDM3F,2,16792,2024-01-01,8396.0,2024,1
S2401-0351,2024-01-31,PSXS150,BLUM2F,1,9925,2024-01-01,9925.0,2024,1
S2401-0140,2024-01-20,PSX250FRLN,SILM3F,4,57040,2024-01-01,14260.0,2024,1
S2401-0149,2024-01-22,PSX800,WHTM3F,1,48006,2024-01-01,48006.0,2024,1
S2401-0173,2024-01-22,PSX250RLM,BLUM3F,2,26680,2024-01-01,13340.0,2024,1
S2401-0174,2024-01-22,PSX250FRLM,BLKM3F,8,111872,2024-01-01,13984.0,2024,1
S2401-0237,2024-01-29,PSX800,BLKM3F,1,48006,2024-01-01,48006.0,2024,1
S2401-0240,2024-01-29,PL650XA,YELM4F,1,42325,2024-01-01,42325.0,2024,1
S2401-0241,2024-01-29,PL650XA,YELM4F,1,42325,2024-01-01,42325.0,2024,1
S2401-0245,2024-01-29,PSX800,BLKM3F,1,48006,2024-01-01,48006.0,2024,1
S2401-0252,2024-01-29,PL800DERC,YELM4F,1,57456,2024-01-01,57456.0,2024,1
S2401-0261,2024-01-30,TU150,REDM3F,2,16792,2024-01-01,8396.0,2024,1
S2401-0270,2024-01-30,PSX250RLM,BLUM3F,3,40020,2024-01-01,13340.0,2024,1
S2401-0271,2024-01-30,PSX250RLM,BLKM3F,3,40020,2024-01-01,13340.0,2024,1
S2401-0272,2024-01-30,PL800DERC,YELM4F,1,57456,2024-01-01,57456.0,2024,1
S2401-0297,2024-01-30,PL650XA,YELM4F,1,42325,2024-01-01,42325.0,2024,1
S2401-0334,2024-01-31,TU150,REDM3F,1,8396,2024-01-01,8396.0,2024,1
S2401-0344,2024-01-31,PSX250FRLM,BLKM3F,2,27968,2024-01-01,13984.0,2024,1
S2401-0360,2024-01-31,PSX250FRLN,SILM3F,6,85560,2024-01-01,14260.0,2024,1
S2401-0361,2024-01-31,PSX250RLM,BLKM3F,1,13340,2024-01-01,13340.0,2024,1
S2401-0386,2024-01-31,TU150,IVOM3F,2,16792,2024-01-01,8396.0,2024,1
S2402-0003,2024-02-03,PSX250FRLM,BLKM3F,1,13984,2024-02-01,13984.0,2024,2
S2402-0008,2024-02-03,PSX250RLM,BLKM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0009,2024-02-03,PSX250RLM,BLUM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0055,2024-02-14,PSX250RLM,BLKM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0070,2024-02-14,PSX250RLM,BLKM3F,2,26680,2024-02-01,13340.0,2024,2
S2402-0084,2024-02-17,PSX250RLM,BLUM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0139,2024-02-21,PSXR150,BLUM3F,1,11037,2024-02-01,11037.0,2024,2
S2402-0156,2024-02-23,TU150,REDM3F,1,8396,2024-02-01,8396.0,2024,2
S2402-0164,2024-02-26,PL650XA,YELM4F,2,84650,2024-02-01,42325.0,2024,2
S2402-0270,2024-02-29,PL650XA,YELM4F,1,42325,2024-02-01,42325.0,2024,2
S2402-0288,2024-02-29,PSXS150,BLUM2F,1,9925,2024-02-01,9925.0,2024,2
S2402-0300,2024-02-29,PSXR150,REDM3F,1,11037,2024-02-01,11037.0,2024,2
S2402-0079,2024-02-15,PSX800,WHTM3F,1,48006,2024-02-01,48006.0,2024,2
S2402-0081,2024-02-15,PSX250RLM,BLKM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0087,2024-02-19,PSX250FRLN,SILM3F,1,14260,2024-02-01,14260.0,2024,2
S2402-0106,2024-02-20,PSX250FRLM,BLKM3F,3,41952,2024-02-01,13984.0,2024,2
S2402-0253,2024-02-29,PSX250FRLM,BLKM3F,1,13984,2024-02-01,13984.0,2024,2
S2402-0289,2024-02-29,PSX800,BLUM3F,1,48006,2024-02-01,48006.0,2024,2
S2402-0307,2024-02-29,PSX250RLM,BLKM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0057,2024-02-14,TU150,IVOM3F,5,41980,2024-02-01,8396.0,2024,2
S2402-0062,2024-02-14,TU150,IVOM3F,1,8396,2024-02-01,8396.0,2024,2
S2402-0107,2024-02-20,PSX250RLM,BLUM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0108,2024-02-20,PSX250RLM,BLKM3F,2,26680,2024-02-01,13340.0,2024,2
S2402-0109,2024-02-20,PSX250RLM,BLUM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0130,2024-02-21,PSX250FRLM,BLKM3F,2,27968,2024-02-01,13984.0,2024,2
S2402-0133,2024-02-21,TU150,REDM3F,2,16792,2024-02-01,8396.0,2024,2
S2402-0188,2024-02-27,TU150,IVOM3F,3,25188,2024-02-01,8396.0,2024,2
S2402-0189,2024-02-27,TU150,REDM3F,2,16792,2024-02-01,8396.0,2024,2
S2402-0191,2024-02-27,PSXR150,REDM3F,3,33111,2024-02-01,11037.0,2024,2
S2402-0192,2024-02-27,PSXR150,BLUM3F,3,33111,2024-02-01,11037.0,2024,2
S2402-0218,2024-02-28,PSX250FRLN,SILM3F,1,14260,2024-02-01,14260.0,2024,2
S2402-0232,2024-02-28,TU150,IVOM3F,4,33584,2024-02-01,8396.0,2024,2
S2402-0233,2024-02-28,TU150,REDM3F,5,41980,2024-02-01,8396.0,2024,2
S2402-0283,2024-02-29,PSX250FRLM,BLKM3F,1,13984,2024-02-01,13984.0,2024,2
S2402-0290,2024-02-29,PSXR150,BLUM3F,1,11037,2024-02-01,11037.0,2024,2
S2402-0017,2024-02-06,PSXS750ZA,BLKM3F,2,91454,2024-02-01,45727.0,2024,2
S2402-0034,2024-02-06,TU150,IVOM3F,2,16792,2024-02-01,8396.0,2024,2
S2402-0072,2024-02-14,TU150,IVOM3F,7,58772,2024-02-01,8396.0,2024,2
S2402-0113,2024-02-20,PSX250RLM,BLKM3F,3,40020,2024-02-01,13340.0,2024,2
S2402-0114,2024-02-20,PSX250RLM,BLUM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0174,2024-02-26,PSX800,WHTM3F,3,144018,2024-02-01,48006.0,2024,2
S2402-0195,2024-02-27,TU150,REDM3F,2,16792,2024-02-01,8396.0,2024,2
S2402-0196,2024-02-27,TU150,IVOM3F,2,16792,2024-02-01,8396.0,2024,2
S2402-0208,2024-02-27,PSX250FRLM,BLKM3F,2,27968,2024-02-01,13984.0,2024,2
S2402-0211,2024-02-27,PSX250RLM,BLUM3F,1,13340,2024-02-01,13340.0,2024,2
S2402-0216,2024-02-27,PL650XA,YELM4F,1,42325,2024-02-01,42325.0,2024,2
S2402-0242,2024-02-29,PSX250RLM,BLKM3F,2,26680,2024-02-01,13340.0,2024,2
S2402-0250,2024-02-29,PSXS750ZA,BLUM3F,2,91454,2024-02-01,45727.0,2024,2
S2402-0251,2024-02-29,TU150,REDM3F,8,67168,2024-02-01,8396.0,2024,2
S2402-0252,2024-02-29,TU150,IVOM3F,7,58772,2024-02-01,8396.0,2024,2
S2403-0033,2024-03-11,PSX250FRLN,SILM3F,5,71300,2024-03-01,14260.0,2024,3
S2403-0071,2024-03-14,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0084,2024-03-15,PL650XA,YELM4F,2,84650,2024-03-01,42325.0,2024,3
S2403-0085,2024-03-15,PSX800,BLKM3F,3,144018,2024-03-01,48006.0,2024,3
S2403-0086,2024-03-15,PSX250RLM,BLKM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0089,2024-03-15,PSXR150,BLUM3F,1,11037,2024-03-01,11037.0,2024,3
S2403-0090,2024-03-15,PSXR150,REDM3F,1,11037,2024-03-01,11037.0,2024,3
S2403-0107,2024-03-19,PL650XA,YELM4F,1,42325,2024-03-01,42325.0,2024,3
S2403-0111,2024-03-19,PSXS750ZA,BLKM3F,2,91454,2024-03-01,45727.0,2024,3
S2403-0114,2024-03-19,TU150,IVOM3F,5,41980,2024-03-01,8396.0,2024,3
S2403-0115,2024-03-19,TU150,REDM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0154,2024-03-21,PL800DERC,GRNM4F,1,57456,2024-03-01,57456.0,2024,3
S2403-0156,2024-03-21,PSXS750ZA,BLKM3F,1,45727,2024-03-01,45727.0,2024,3
S2403-0158,2024-03-21,PSXR150,BLUM3F,4,44148,2024-03-01,11037.0,2024,3
S2403-0182,2024-03-22,PSXR150,REDM3F,1,11037,2024-03-01,11037.0,2024,3
S2403-0215,2024-03-26,PSX250RLM,BLUM3F,2,26680,2024-03-01,13340.0,2024,3
S2403-0216,2024-03-26,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0241,2024-03-26,TU150,REDM3F,6,50376,2024-03-01,8396.0,2024,3
S2403-0265,2024-03-27,TU150,REDM3F,6,50376,2024-03-01,8396.0,2024,3
S2403-0330,2024-03-29,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0331,2024-03-29,TU150,IVOM3F,2,16792,2024-03-01,8396.0,2024,3
S2403-0332,2024-03-29,PSX250FRLN,SILM3F,2,28520,2024-03-01,14260.0,2024,3
S2403-0087,2024-03-15,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0088,2024-03-15,PSX250FRLN,SILM3F,2,28520,2024-03-01,14260.0,2024,3
S2403-0100,2024-03-18,TU150,IVOM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0101,2024-03-18,TU150,REDM3F,3,25188,2024-03-01,8396.0,2024,3
S2403-0102,2024-03-18,PSXR150,REDM3F,1,11037,2024-03-01,11037.0,2024,3
S2403-0219,2024-03-26,PSX250RLM,BLUM3F,2,26680,2024-03-01,13340.0,2024,3
S2403-0285,2024-03-28,TU150,REDM3F,2,16792,2024-03-01,8396.0,2024,3
S2403-0292,2024-03-29,TU150,REDM3F,2,16792,2024-03-01,8396.0,2024,3
S2403-0035,2024-03-11,PSX250FRLN,SILM3F,4,57040,2024-03-01,14260.0,2024,3
S2403-0036,2024-03-11,PSX250FRLN,SILM3F,2,28520,2024-03-01,14260.0,2024,3
S2403-0037,2024-03-11,PSX800,BLUM3F,1,48006,2024-03-01,48006.0,2024,3
S2403-0120,2024-03-20,TU150,IVOM3F,7,58772,2024-03-01,8396.0,2024,3
S2403-0193,2024-03-25,PL650XA,YELM4F,2,84650,2024-03-01,42325.0,2024,3
S2403-0278,2024-03-28,TU150,REDM3F,10,83960,2024-03-01,8396.0,2024,3
S2403-0279,2024-03-28,PSX250RLM,BLUM3F,2,26680,2024-03-01,13340.0,2024,3
S2403-0038,2024-03-11,TU150,IVOM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0039,2024-03-11,TU150,REDM3F,3,25188,2024-03-01,8396.0,2024,3
S2403-0108,2024-03-19,PSX250FRLN,SILM3F,1,14260,2024-03-01,14260.0,2024,3
S2403-0109,2024-03-19,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2403-0110,2024-03-19,PSXS750ZA,BLKM3F,1,45727,2024-03-01,45727.0,2024,3
S2403-0157,2024-03-21,TU150,REDM3F,2,16792,2024-03-01,8396.0,2024,3
S2403-0173,2024-03-22,TU150,IVOM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0291,2024-03-29,TU150,REDM3F,4,33584,2024-03-01,8396.0,2024,3
S2403-0297,2024-03-29,PSX250FRLN,SILM3F,1,14260,2024-03-01,14260.0,2024,3
S2403-0308,2024-03-29,PSX250RLM,BLUM3F,1,13340,2024-03-01,13340.0,2024,3
S2404-0008,2024-04-01,TU150,IVOM3F,2,16792,2024-04-01,8396.0,2024,4
S2404-0009,2024-04-01,TU150,IVOM3F,4,33584,2024-04-01,8396.0,2024,4
S2404-0013,2024-04-01,PSXS750ZA,BLKM3F,2,91454,2024-04-01,45727.0,2024,4
S2404-0014,2024-04-01,PSXS750ZA,BLUM3F,1,45727,2024-04-01,45727.0,2024,4
S2404-0043,2024-04-17,PSX250RLM,BLUM3F,1,13340,2024-04-01,13340.0,2024,4
S2404-0044,2024-04-17,TU150,IVOM3F,4,33584,2024-04-01,8396.0,2024,4
S2404-0045,2024-04-17,TU150,IVOM3F,3,25188,2024-04-01,8396.0,2024,4
S2404-0046,2024-04-17,TU150,REDM3F,6,50376,2024-04-01,8396.0,2024,4
S2404-0047,2024-04-17,TU150,REDM3F,4,33584,2024-04-01,8396.0,2024,4
S2404-0133,2024-04-19,UN125NE,GRNM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0134,2024-04-19,UN125NE,BLKM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0141,2024-04-19,125LNM,GRYM4F,2,14250,2024-04-01,7125.0,2024,4
S2404-0142,2024-04-19,125LNM,BLKM4F,1,7125,2024-04-01,7125.0,2024,4
S2404-0165,2024-04-19,UN125,SILM4F,1,6840,2024-04-01,6840.0,2024,4
S2404-0460,2024-04-30,PSXR150,BLUM3F,3,33111,2024-04-01,11037.0,2024,4
S2404-0471,2024-04-30,PSXS750ZA,BLUM3F,2,91454,2024-04-01,45727.0,2024,4
S2404-0216,2024-04-19,PSX800,BLKM3F,1,48006,2024-04-01,48006.0,2024,4
S2404-0217,2024-04-19,PSX800,BLUM3F,1,48006,2024-04-01,48006.0,2024,4
S2404-0388,2024-04-29,TU150,REDM3F,4,33584,2024-04-01,8396.0,2024,4
S2404-0389,2024-04-29,TU150,IVOM3F,2,16792,2024-04-01,8396.0,2024,4
S2404-0390,2024-04-29,PSXS750ZA,BLKM3F,1,45727,2024-04-01,45727.0,2024,4
S2404-0391,2024-04-29,PSXS750ZA,BLUM3F,1,45727,2024-04-01,45727.0,2024,4
S2404-0407,2024-04-29,UN125NE,GRNM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0408,2024-04-29,UN125NE,BLKM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0409,2024-04-29,UN125,SILM4F,1,6840,2024-04-01,6840.0,2024,4
S2404-0450,2024-04-30,PSXS750ZA,BLUM3F,1,45727,2024-04-01,45727.0,2024,4
S2404-0340,2024-04-24,TU150,REDM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0341,2024-04-24,TU150,REDM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0342,2024-04-24,TU150,REDM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0343,2024-04-24,TU150,REDM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0344,2024-04-24,TU150,REDM3F,8,67168,2024-04-01,8396.0,2024,4
S2404-0345,2024-04-24,TU150,IVOM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0346,2024-04-24,TU150,IVOM3F,6,50376,2024-04-01,8396.0,2024,4
S2404-0347,2024-04-24,TU150,IVOM3F,5,41980,2024-04-01,8396.0,2024,4
S2404-0372,2024-04-26,UN125NE,BLKM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0373,2024-04-26,UN125NE,GRNM4F,1,6631,2024-04-01,6631.0,2024,4
S2404-0374,2024-04-26,UN125,SILM4F,1,6840,2024-04-01,6840.0,2024,4
S2404-0383,2024-04-26,TU150,IVOM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0384,2024-04-26,TU150,IVOM3F,10,83960,2024-04-01,8396.0,2024,4
S2404-0385,2024-04-26,TU150,IVOM3F,7,58772,2024-04-01,8396.0,2024,4
S2404-0410,2024-04-29,125LNM,GRYM4F,1,7125,2024-04-01,7125.0,2024,4
S2405-0016,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0017,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0018,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0019,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0020,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0021,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0022,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0023,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0024,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0025,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0026,2024-05-07,TU150,BLUM2F,10,81590,2024-05-01,8159.0,2024,5
S2405-0027,2024-05-07,TU150,BLUM2F,8,65272,2024-05-01,8159.0,2024,5
S2405-0151,2024-05-16,TU150,BLUM2F,1,8159,2024-05-01,8159.0,2024,5
S2405-0152,2024-05-17,TU150,BLUM2F,1,8159,2024-05-01,8159.0,2024,5
S2405-0013,2024-05-06,PSXR150,BLUM3F,1,11037,2024-05-01,11037.0,2024,5
S2405-0044,2024-05-08,125LNM,GRYM4F,1,7125,2024-05-01,7125.0,2024,5
S2405-0088,2024-05-13,UN125,SILM4F,1,6840,2024-05-01,6840.0,2024,5
S2405-0122,2024-05-14,UN125,SILM4F,2,13680,2024-05-01,6840.0,2024,5
S2405-0171,2024-05-20,PSX250FRLN,SILM3F,2,28520,2024-05-01,14260.0,2024,5
S2405-0194,2024-05-21,PSX250FRLN,SILM3F,1,14260,2024-05-01,14260.0,2024,5
S2406-0024,2024-06-13,PSXR150,BLUM3F,2,22074,2024-06-01,11037.0,2024,6
S2406-0033,2024-06-19,TU150,IVOM3F,10,83960,2024-06-01,8396.0,2024,6
S2406-0034,2024-06-19,TU150,IVOM3F,5,41980,2024-06-01,8396.0,2024,6
S2406-0081,2024-06-24,TU150,IVOM3F,12,100752,2024-06-01,8396.0,2024,6
S2406-0082,2024-06-24,TU150,REDM3F,6,50376,2024-06-01,8396.0,2024,6
S2406-0105,2024-06-26,PSXS150,YELM2F,5,49625,2024-06-01,9925.0,2024,6
S2406-0109,2024-06-26,TU150,BLKM2F,3,25188,2024-06-01,8396.0,2024,6
S2406-0110,2024-06-26,TU150,BLUM2F,3,25188,2024-06-01,8396.0,2024,6
S2406-0156,2024-06-28,TU150,IVOM3F,11,92356,2024-06-01,8396.0,2024,6
S2406-0157,2024-06-28,TU150,REDM3F,6,50376,2024-06-01,8396.0,2024,6
S2406-0175,2024-06-28,PSXS150,YELM2F,1,9925,2024-06-01,9925.0,2024,6
S2406-0177,2024-06-28,PSX800,BLUM3F,3,144018,2024-06-01,48006.0,2024,6
S2406-0024,2024-06-13,PSXR150,BLUM3F,2,22074,2024-06-01,11037.0,2024,6
